"fecha","shortCode","url","views","plays","likes","comentarios","duracion_seg","caption"
"2024-06-13","C8I9S04OBHq","https://www.instagram.com/p/C8I9S04OBHq/","46179","190969","7468","96","37.6","❌ TU LADO OSCURO ES BUENO ❌  Ser un monstruo frío no significa perder tu humanidad, sino controlar tu fuerza. Aprende cómo ser un guerrero en un jardín, como lo dijo Jordan Peterson, y usar tu poder cuando sea necesario.   Editor sin tatuajes: @facubarraz   #motivacion #podcast #negocios"
"2024-06-11","C8D7qw1Om6T","https://www.instagram.com/p/C8D7qw1Om6T/","72771","272884","11192","339","53.8","❌ ERES UN PND3J0 CON LANA ❌  Descubre las palabras de mi mentor, @oscarsfit , que cambiaron mi vida:   ‘No puedes ser un vato inestable con lana, te va a llevar la verga culero’.   En este video, hablo sobre la importancia de la estabilidad emocional y financiera en el camino hacia el éxito.   @facubarraz   #motivacion #podcast #negocios"
"2024-06-08","C78PdU0OfLO","https://www.instagram.com/p/C78PdU0OfLO/","71768","277635","12620","1906","57.5","❌ ESTAR MAMADO YA NO ES SUFICIENTE ❌  El dinero sí importa, punto. Descubre por qué estar en forma no es suficiente y cómo el dinero puede cambiar tu vida. En este video, hablo de la realidad de la competencia en el fitness y la importancia de tener estabilidad financiera.   #motivacion #podcast #negocios"
"2024-06-06","C728ZdtOMDp","https://www.instagram.com/p/C728ZdtOMDp/","149901","678600","14563","2525","66.1","❌ LLADOS FITNESS ❌  Descubre cómo Llados Fitness gana casi medio millón de dólares al mes. ¿Es una estafa piramidal o un genio del marketing? En este video, analizamos su estrategia y cómo vende resultados en lugar de procesos. Aprende cómo puedes aplicar estas técnicas para tu propio éxito.   #motivacion #podcast #negocios"
"2024-06-01","C7rMAeGp1Nw","https://www.instagram.com/p/C7rMAeGp1Nw/","62031","232001","8782","863","56.3","❌ LAS MUJERES QUIEREN TU DINERO ❌  En este video, hablo sobre por qué está bien que las mujeres se fijen en el dinero. No es solo sobre superficialidad, sino sobre competencia, ambición y estabilidad. Descubre cómo estas cualidades reflejan un hombre con sentido de dirección y responsabilidad. ¡No te pierdas esta perspectiva diferente!   #motivacion #podcast #negocios  El editor con las bolas mas pequeñas: @facubarraz"
"2024-05-30","C7lHMcWpyQp","https://www.instagram.com/p/C7lHMcWpyQp/","200732","515611","18490","10402","49.2","❌ ¿VENDE HUMOS? ❌  No seas pendejo pensando que el marketing digital es humo. Es la clave para que cualquier negocio crezca hoy en día. ¿Quieres quedarte de godín o aprender a hacer lana de verdad? En este video te explico por qué el marketing digital no es humo y cómo puedes aprovecharlo para ganar dinero. No te quedes con los del montón llorando.  #motivacion #podcast #negocios"
"2024-05-28","C7heGinSU0Z","https://www.instagram.com/p/C7heGinSU0Z/","324694","855563","54944","830","65.2","❌ “LA DEL PROCESO” ❌  Vamos a hablar sobre la “novia del proceso” y por qué es una trampa en la que muchos hombres caen.   Descubre por qué aferrarse a esta idea puede estar frenando tus proyectos y cómo enfocarte en una sola cosa te llevará mucho más lejos.   Aprende por qué perseguir el éxito financiero nunca te hará perder dinero, pero perseguir relaciones puede ser una distracción costosa. Sé sabio y prioriza tus metas. Comenta “🔥” y comparte tu experiencia. Nos vemos a la próxima, despierto.  #motivacion #podcast #negocios"
"2024-05-26","C7cj3lay7pA","https://www.instagram.com/p/C7cj3lay7pA/","49898","191181","7826","297","47.2","❌ VUÉLVETE MAMÓN ❌  Descubre por qué necesitas volverte “mamón” para avanzar en la vida y alcanzar tus metas.   En este video, exploramos cómo dejar de preocuparte por lo que los demás piensen y enfocarte en tus propias intenciones. Aprende a deshacerte de la gente que te arrastra y a mantenerte fiel a tus objetivos.   ¡Es hora de tomar el control y dejar atrás las opiniones negativas! Comenta “🔥” y comparte tu experiencia. Nos vemos a la próxima, despierto.  #motivacion #podcast #negocios"
"2024-05-25","C7aNmQ7SCxS","https://www.instagram.com/p/C7aNmQ7SCxS/","196425","599451","19044","161","15.3","❌ EL VALIENTE VIVE HASTA QUE EL COBARDE SE LO PERMITE❌  Todos tenemos ese lado oscuro, ese que siempre nos lleva al autosabotaje, que nos destruye. Tú sabes cual es tu peor veneno, atácalo de raíz y vendrán grandes cosas para ti.  #motivacion #transformation #negocios"
"2024-05-25","C7X8OgBJ3Cr","https://www.instagram.com/p/C7X8OgBJ3Cr/","87745","307645","10766","3549","63.2","❌ IMAN GADZHI ❌  Descubre cómo Iman Gadzhi se hizo millonario con su Agencia de Marketing Digital en Redes Sociales (SMMA) y cómo tú puedes empezar a hacer lo mismo sin gastar 15k USD en su curso.   Te explico la Economía de Arbitraje que utilizó para conectar clientes en Londres con expertos en marketing en Sudamérica. Aprende por qué este modelo de negocio ha evolucionado y cómo el Brand Scaling es la nueva forma de generar ingresos significativos. ¿Listo para empezar?   Comenta 🔥 y recibe toda la información directamente en tus mensajes.  #motivacion #podcast #negocios #imangadzhi"
"2024-05-22","C7QSjrhuNhz","https://www.instagram.com/p/C7QSjrhuNhz/","86250","264742","7197","1243","44.1","❌ EVO NO SE QUE V ❌  ¡No caigas en estafas piramidales! En este video, te enseño cómo identificar y evitar las trampas de los esquemas piramidales que prometen riquezas rápidas pero solo llevan a la decepción. Aprende a reconocer las señales de advertencia y descubre estrategias reales para generar ingresos de manera legítima y sostenible. No te dejes engañar, protege tu tiempo y tu dinero.  Comenta “🔥” para irnos virales😈  #motivacion #podcast #negocios"
"2024-05-21","C7PHfwYO2hw","https://www.instagram.com/p/C7PHfwYO2hw/","42437","154076","4459","695","38.5","❌ LINK EN BIO ❌  Descubre cómo Brand Scalers puede transformar tu vida y llevarte a la libertad financiera. Con nuestro programa, no solo aprendes a dominar el marketing digital, sino que también obtienes la libertad de trabajar desde cualquier lugar, controlar tu tiempo y alcanzar tus metas financieras.  Experimenta la satisfacción de ser tu propio jefe, elimina el estrés de la inestabilidad económica y construye un futuro seguro y próspero. ¿Estás listo para cambiar tu vida? Únete a Brand Scalers y da el primer paso hacia tu libertad financiera hoy.  Comenta “🔥” para más información y empieza tu viaje hacia una vida plena y exitosa."
"2024-05-19","C7KVJXau2W7","https://www.instagram.com/p/C7KVJXau2W7/","39494","162071","4331","1141","31.5","❌ EL CAMINO A LOS 4k ❌  Hay de dos. O comentas 🔥 y te lo mando al DM, o le picas al link en mi bio. Brand Scalers es el nuevo model de negocio que viene a reemplazar al SMMA. Aprende a hacer tu propia agencia de marketing para marcas personales a través de contenido viral de corto formato.  #motivacion #brandscaler #negocios"
"2024-05-18","C7GSdRFOwMc","https://www.instagram.com/p/C7GSdRFOwMc/","116983","355097","22385","235","39.8","❌RUPTURAS AMOROSAS❌  Las rupturas amorosas pueden ser devastadoras, pero también pueden ser el catalizador para un increíble crecimiento personal. En este video, exploramos cómo enfrentar el dolor de una separación puede fortalecerte y ayudarte a descubrir una versión más resiliente y sabia de ti mismo.  Aprende a transformar el sufrimiento en motivación, encuentra lecciones valiosas en cada experiencia y emerge más fuerte que nunca. No dejes que una ruptura te destruya, usa esa energía para reconstruirte y alcanzar nuevas alturas.  Comparte tu historia de superación en los comentarios y deja que tu experiencia inspire a otros. Si estás listo para convertir el dolor en poder, comenta “🔥” y sigue nuestra página para más contenido motivador y transformador.​  #motivacion #podcast #negocios"
"2024-05-16","C7BF3dtOJfy","https://www.instagram.com/p/C7BF3dtOJfy/","35962","177511","6475","193","43.9","❌ EL ESTOICISMO ES PODER ❌  💪 Descubre el poder del estoicismo y cómo esta filosofía antigua puede transformar tu vida moderna. Aprende a mantener la calma en medio del caos, a controlar tus emociones y a encontrar fuerza en la adversidad. 🌟  🔍 En este video, te comparto los principios clave del estoicismo que te ayudarán a tomar control de tu mente y tus acciones, logrando una vida más equilibrada y productiva. Desde Séneca hasta Marco Aurelio, inspírate en los grandes estoicos para enfrentar cualquier desafío con resiliencia y sabiduría.  ✨ Adopta el mindset estoico y empieza a vivir con propósito y claridad.  💬 ¿Listo para elevar tu vida? Comenta “🔥” para que el algoritmo nos muestre más y comparte este video para más contenido transformador.  El mejor editor es: @facubarraz   #motivacion #estoicismo #podcast"
"2024-05-14","C675wIfuNIt","https://www.instagram.com/p/C675wIfuNIt/","527349","1161356","47309","4378","63.1","❌ ¿Curso Estafador? ❌  🚫 Olvídate de cursos caros y promesas vacías de hacerte rico rápido. En este video desmentimos los mitos de los esquemas de enriquecimiento instantáneo y te mostramos la ruta real hacia el éxito financiero. Aprende una habilidad práctica, ofrécela como servicio y domina el proceso hasta poder delegar y escalar. 📈  👨‍💼👩‍💼 Únete a los grandes nombres como Baker McKenzie, Deloitte, y Goldman Sachs que utilizan este modelo probado en diferentes industrias.  💬 ¿Listo para cambiar tu enfoque y empezar a generar ingresos reales? Comenta 🔥 para recibir más información directamente en tus mensajes.  El mejor editor: @facubarraz   #motivacion #podcast #negocios #brandscaler"
"2024-05-12","C64OIBvOQMC","https://www.instagram.com/p/C64OIBvOQMC/","32330","147958","5544","207","45.4","❌ BRIAN TRACY LO DIJO ❌  “Si quiero que esto cambie, está en mi” Sabias palabras que el grande Tracy nos dejó. Tomar responsabilidad por absolutamente todo lo que nos pase es un concepto con el que la gen x ha batallado taaaanto.  #motivacion #podcast #briantracy"
"2024-05-07","C6pkTpDuDA3","https://www.instagram.com/p/C6pkTpDuDA3/","172259","507158","29148","316","48.8","❌ LUIS MIGUEL Y LA SOLITUD ❌  Exploramos el poder de la solitud y cómo incluso estrellas como Luis Miguel afirman necesitarla para mantener su equilibrio y creatividad. Descubre cómo abrazar la solitud puede transformar tu vida, permitiéndote conectar más profundamente contigo mismo y con tus metas. Únete a nosotros mientras desglosamos el verdadero valor de la solitud y cómo puede ser un recurso valioso en tu camino hacia el éxito personal y profesional.  El editor mas guapo: @facubarraz   #motivacion #saludmental #exito #negocios"
